Gene1	Gene2	SysName1	SysName2	Name1	Name2	bOp	pOp	Sep	MOGScore	GOScore	COGSim	ExprSim
3660219	3660220	C8J_0001	C8J_0002	dnaA	dnaN	FALSE	0.580	160.000	0.328	1.000	Y	NA
3660220	3660221	C8J_0002	C8J_0003	dnaN	gyrB	TRUE	0.827	29.000	0.114	1.000	Y	NA
3660222	3660223	C8J_0004	C8J_0005			TRUE	0.989	3.000	0.180	0.063		NA
3660224	3660225	C8J_0006	C8J_0007		gltB	FALSE	0.134	135.000	0.025	1.000		NA
3660225	3660226	C8J_0007	C8J_0008	gltB	gltD	TRUE	0.995	11.000	0.222	0.002	Y	NA
3660227	3660228	C8J_0009	C8J_0010	rnhB		FALSE	0.342	33.000	0.002	1.000		NA
3660228	3660229	C8J_0010	C8J_0011			FALSE	0.168	65.000	0.004	1.000		NA
3660231	3660232	C8J_0013	C8J_0014			FALSE	0.103	92.000	0.000	NA		NA
3660234	3660235	C8J_0016	C8J_0017			TRUE	0.939	12.000	0.667	NA		NA
3660235	3660236	C8J_0017	C8J_0018			FALSE	0.299	106.000	0.143	NA		NA
3660236	3660237	C8J_0018	C8J_0019			TRUE	0.968	-10.000	0.800	1.000	N	NA
3660237	3660238	C8J_0019	C8J_0020			FALSE	0.173	96.000	0.028	1.000	N	NA
3660238	3660239	C8J_0020	C8J_0021			FALSE	0.192	112.000	0.042	1.000	N	NA
3660240	3660241	C8J_0022	C8J_0023	purB	nrdA	TRUE	0.752	16.000	0.012	1.000	Y	NA
3660242	3660243	C8J_0024	C8J_0025			FALSE	0.094	120.000	0.009	1.000		NA
3660244	3660245	C8J_0026	C8J_0027	pyrG	recJ	TRUE	0.775	-13.000	0.026	1.000	N	NA
3660245	3660246	C8J_0027	C8J_0028	recJ	ansA	FALSE	0.084	137.000	0.004	1.000	N	NA
3660246	3660247	C8J_0028	C8J_Cj16SA	ansA		FALSE	0.086	588.000	0.000	NA		NA
3660247	3660248	C8J_Cj16SA	C8J_t0001			FALSE	0.093	105.000	0.000	NA		NA
3660248	3660249	C8J_t0001	C8J_t0002			TRUE	0.736	9.000	0.000	NA		NA
3660249	3660250	C8J_t0002	C8J_Cj23SA			FALSE	0.085	541.000	0.000	NA		NA
3660250	3660251	C8J_Cj23SA	C8J_Cj5SA			FALSE	0.083	285.000	0.000	NA		NA
3660251	3660252	C8J_Cj5SA	C8J_0029			FALSE	0.084	399.000	0.000	NA		NA
3660252	3660253	C8J_0029	C8J_0030			TRUE	0.622	41.000	0.136	NA		NA
3660253	3660254	C8J_0030	C8J_0031			FALSE	0.547	44.000	0.091	NA	N	NA
3660254	3660255	C8J_0031	C8J_0032			TRUE	0.983	-7.000	0.750	1.000	Y	NA
