Gene1	Gene2	SysName1	SysName2	Name1	Name2	bOp	pOp	Sep	MOGScore	GOScore	COGSim	ExprSim
2735237	2735238	CJJ26094_1432	CJJ26094_1431		selB	FALSE	0.344	49.000	0.000	NA		NA
2735238	2735239	CJJ26094_1431	CJJ26094_1430	selB	selA	TRUE	0.990	-3.000	0.569	0.002	N	NA
2735241	2735242	CJJ26094_1429	CJJ26094_1427			TRUE	0.621	-3.000	0.007	NA		NA
2735244	2735245	CJJ26094_1425	CJJ26094_1424			TRUE	0.947	0.000	0.263	NA		NA
2735245	2735246	CJJ26094_1424	CJJ26094_1423			TRUE	0.969	10.000	0.684	NA	N	NA
2735246	2735247	CJJ26094_1423	CJJ26094_1422			FALSE	0.415	45.000	0.016	NA		NA
2735247	2735248	CJJ26094_1422	CJJ26094_1421			TRUE	0.811	14.000	0.048	1.000		NA
2735248	2735249	CJJ26094_1421	CJJ26094_1420			FALSE	0.379	47.000	0.016	1.000		NA
2735249	2735250	CJJ26094_1420	CJJ26094_1419			FALSE	0.234	63.000	0.011	1.000		NA
2735251	2735252	CJJ26094_1418	CJJ26094_1417		glmS	TRUE	0.959	5.000	0.312	1.000	N	NA
2735252	2735253	CJJ26094_1417	CJJ26094_1416	glmS	fumC	FALSE	0.088	136.000	0.007	1.000	N	NA
2735254	2735255	CJJ26094_1415	CJJ26094_1414		ruvB	TRUE	0.870	4.000	0.019	NA		NA
2735256	2735257	CJJ26094_1413	CJJ26094_1412			FALSE	0.097	560.000	0.000	NA		NA
2735257	2735258	CJJ26094_1412	CJJ26094_1411			FALSE	0.382	44.000	0.000	NA		NA
2735258	2735259	CJJ26094_1411	CJJ26094_1410			FALSE	0.101	135.000	0.000	NA		NA
2735261	2735262	CJJ26094_1408	CJJ26094_1407	nrfH	nrfA	TRUE	0.974	15.000	0.043	0.002	N	NA
2735262	2735263	CJJ26094_1407	CJJ26094_1406	nrfA		FALSE	0.393	136.000	0.375	NA		NA
2735263	2735264	CJJ26094_1406	CJJ26094_1405			FALSE	0.231	64.000	0.000	NA		NA
2735265	2735266	CJJ26094_1404	CJJ26094_1403			TRUE	0.835	1.000	0.000	NA		NA
2735266	2735267	CJJ26094_1403	CJJ26094_1402			FALSE	0.098	155.000	0.000	NA		NA
2735267	2735268	CJJ26094_1402	CJJ26094_1401		ceuD	TRUE	0.906	13.000	0.055	1.000	Y	NA
2735268	2735269	CJJ26094_1401	CJJ26094_1400	ceuD	ceuC	TRUE	0.967	-3.000	0.870	1.000	Y	NA
2735269	2735270	CJJ26094_1400	CJJ26094_1399	ceuC	ceuB	TRUE	0.989	-7.000	0.870	0.052	Y	NA
2735270	2735271	CJJ26094_1399	CJJ26094_1398	ceuB	pldA	FALSE	0.167	86.000	0.019	1.000	N	NA
2735271	2735272	CJJ26094_1398	CJJ26094_1397	pldA		TRUE	0.628	-3.000	0.014	1.000	N	NA
2735273	2735274	CJJ26094_1396	CJJ26094_1395			TRUE	0.903	2.000	0.028	NA		NA
2735274	2735275	CJJ26094_1395	CJJ26094_1394		cdsA	TRUE	0.802	9.000	0.007	NA		NA
2735275	2735276	CJJ26094_1394	CJJ26094_1393	cdsA	dxr	TRUE	0.940	-3.000	0.372	1.000	Y	NA
2735276	2735277	CJJ26094_1393	CJJ26094_1392	dxr		TRUE	0.833	2.000	0.006	1.000		NA
2735277	2735278	CJJ26094_1392	CJJ26094_1391		gcp	TRUE	0.603	-3.000	0.008	1.000		NA
2735278	2735279	CJJ26094_1391	CJJ26094_1390	gcp	ctsG	TRUE	0.807	1.000	0.005	1.000	N	NA
2735279	2735280	CJJ26094_1390	CJJ26094_1389	ctsG		TRUE	0.967	0.000	0.600	1.000		NA
2735280	2735281	CJJ26094_1389	CJJ26094_1388			TRUE	0.784	10.000	0.000	NA		NA
